country,Year,Population,Yearly %   Change,Yearly  Change,Migrants (net),Median Age,Fertility Rate,Density (P/Km²),Urban  Pop %,Urban Population,Country's Share of  World Pop,World Population,Rank
Saint Lucia,2050,182129,-0.38 %,-692, ,48.4,1.44,299,26.7 %,48562,0.00 %,9735033990,191
Saint Martin,2020,38666,1.52 %,562,,,,730,0 %,0,0 %,7794798739,216
Saint Martin,2025,41060,1.21 %,479,,,,775,0 %,0,0 %,8184437460,215
Saint Martin,2030,43269,1.05 %,442,,,,816,0 %,0,0 %,8548487400,215
Saint Martin,2035,45421,0.98 %,430,,,,857,0 %,0,0 %,8887524213,215
Saint Martin,2040,47441,0.87 %,404,,,,895,0 %,0,0 %,9198847240,215
Saint Martin,2045,49250,0.75 %,362,,,,929,0 %,0,0 %,9481803274,214
Saint Martin,2050,50825,0.63 %,315,,,,959,0 %,0,0 %,9735033990,214
Saint Pierre And Miquelon,2020,5794,-0.67 %,-40,,,,25,99.8 %,5784,0 %,7794798739,230
Saint Pierre And Miquelon,2025,5725,-0.24 %,-14,,,,25,N.A.,N.A.,0 %,8184437460,230
Saint Pierre And Miquelon,2030,5677,-0.17 %,-10,,,,25,N.A.,N.A.,0 %,8548487400,230
Saint Pierre And Miquelon,2035,5634,-0.15 %,-9,,,,24,N.A.,N.A.,0 %,8887524213,230
Saint Pierre And Miquelon,2040,5560,-0.26 %,-15,,,,24,N.A.,N.A.,0 %,9198847240,230
Saint Pierre And Miquelon,2045,5432,-0.46 %,-26,,,,24,N.A.,N.A.,0 %,9481803274,230
Saint Pierre And Miquelon,2050,5247,-0.69 %,-37,,,,23,N.A.,N.A.,0 %,9735033990,230
Saint Vincent And The Grenadines,2020,110940,0.33 %,358,-200,32.9,1.9,284,52.9 %,58737,0.00 %,7794798739,196
Saint Vincent And The Grenadines,2025,112261,0.24 %,264,-200,34.2,1.9,288,54.8 %,61573,0.00 %,8184437460,196
Saint Vincent And The Grenadines,2030,113038,0.14 %,155,-200,35.6,1.9,290,56.8 %,64229,0.00 %,8548487400,197
Saint Vincent And The Grenadines,2035,113135,0.02 %,19,-200,37.4,1.9,290,58.9 %,66669,0.00 %,8887524213,197
Saint Vincent And The Grenadines,2040,112478,-0.12 %,-131,-200,39.1,1.9,288,61.2 %,68879,0.00 %,9198847240,197
Saint Vincent And The Grenadines,2045,111100,-0.25 %,-276,-200,40.7,1.9,285,63.5 %,70556,0.00 %,9481803274,197
Saint Vincent And The Grenadines,2050,109113,-0.36 %,-397, ,42.0,1.9,280,65.7 %,71691,0.00 %,9735033990,198
Samoa,2020,198414,0.50 %,980,-2803,21.8,3.9,70,18.0 %,35799,0.00 %,7794798739,188
Samoa,2025,209319,1.08 %,2181,-1520,22.6,3.9,74,17.1 %,35747,0.00 %,8184437460,188
Samoa,2030,220371,1.03 %,2210,-1520,23.5,3.9,78,16.6 %,36667,0.00 %,8548487400,188
Samoa,2035,231859,1.02 %,2298,-1520,24.5,3.9,82,16.9 %,39123,0.00 %,8887524213,188
Samoa,2040,243896,1.02 %,2407,-1520,25.6,3.9,86,17.5 %,42759,0.00 %,9198847240,188
Samoa,2045,256108,0.98 %,2442,-1520,26.9,3.9,90,18.5 %,47472,0.00 %,9481803274,188
Samoa,2050,267391,0.87 %,2257, ,27.9,3.9,94,19.6 %,52365,0.00 %,9735033990,188
San Marino,2020,33931,0.39 %,132,,,,566,97.1 %,32963,0 %,7794798739,218
San Marino,2025,34257,0.19 %,65,,,,571,98.2 %,33648,0 %,8184437460,218
San Marino,2030,34413,0.09 %,31,,,,574,99.2 %,34125,0 %,8548487400,218
San Marino,2035,34436,0.01 %,5,,,,574,100 %,34420,0 %,8887524213,218
San Marino,2040,34350,-0.05 %,-17,,,,573,N.A.,N.A.,0 %,9198847240,218
San Marino,2045,34083,-0.16 %,-53,,,,568,N.A.,N.A.,0 %,9481803274,218
San Marino,2050,33640,-0.26 %,-89,,,,561,N.A.,N.A.,0 %,9735033990,219
Sao Tome And Principe,2020,219159,1.90 %,3945,-1680,18.6,4.35,228,74.0 %,162101,0.00 %,7794798739,187
Sao Tome And Principe,2025,241571,1.97 %,4482,-1400,19.5,4.35,252,77.8 %,187994,0.00 %,8184437460,187
Sao Tome And Principe,2030,268244,2.12 %,5335,-1000,20.7,4.35,279,80.1 %,214863,0.00 %,8548487400,187
Sao Tome And Principe,2035,297387,2.08 %,5829,-900,21.7,4.35,310,81.4 %,242018,0.00 %,8887524213,186
Sao Tome And Principe,2040,328273,2.00 %,6177,-800,22.7,4.35,342,81.9 %,268937,0.00 %,9198847240,185
Sao Tome And Principe,2045,360610,1.90 %,6467,-700,23.5,4.35,376,82.2 %,296248,0.00 %,9481803274,183
Sao Tome And Principe,2050,394153,1.79 %,6709, ,24.4,4.35,411,82.1 %,323753,0.00 %,9735033990,182
Saudi Arabia,2020,34813871,1.88 %,619241,134979,31.8,2.34,16,84.0 %,29255576,0.45 %,7794798739,41
Saudi Arabia,2025,37248919,1.36 %,487010,54187,33.3,2.34,17,85.5 %,31842626,0.46 %,8184437460,42
Saudi Arabia,2030,39322338,1.09 %,414684,55950,35.0,2.34,18,86.8 %,34142975,0.46 %,8548487400,42
Saudi Arabia,2035,41073374,0.88 %,350207,58318,36.3,2.34,19,88.1 %,36170029,0.46 %,8887524213,41
Saudi Arabia,2040,42473031,0.67 %,279931,38868,37.6,2.34,20,89.2 %,37878811,0.46 %,9198847240,44
Saudi Arabia,2045,43648838,0.55 %,235161,38931,38.9,2.34,20,90.3 %,39396408,0.46 %,9481803274,47
Saudi Arabia,2050,44562476,0.42 %,182728, ,40.2,2.34,21,91.4 %,40708624,0.46 %,9735033990,46
Senegal,2020,16743927,2.81 %,433094,-20000,18.5,4.65,87,49.4 %,8277123,0.21 %,7794798739,70
Senegal,2025,19062240,2.63 %,463663,-19999,19.2,4.65,99,52.0 %,9903731,0.23 %,8184437460,68
Senegal,2030,21551460,2.49 %,497844,-19999,20.1,4.65,112,54.6 %,11777637,0.25 %,8548487400,65
Senegal,2035,24227859,2.37 %,535280,-19999,21.2,4.65,126,57.5 %,13928613,0.27 %,8887524213,64
Senegal,2040,27087982,2.26 %,572025,-19999,22.2,4.65,141,60.4 %,16362244,0.29 %,9198847240,64
Senegal,2045,30087548,2.12 %,599913,-19999,23.2,4.65,156,63.3 %,19047071,0.32 %,9481803274,63
Senegal,2050,33186859,1.98 %,619862, ,24.1,4.65,172,66.1 %,21942641,0.34 %,9735033990,63
Serbia,2020,8737371,-0.32 %,-27881,4000,41.6,1.46,100,56.2 %,4913067,0.11 %,7794798739,99
Serbia,2025,8505260,-0.54 %,-46422,-10000,42.8,1.46,97,57.9 %,4923756,0.10 %,8184437460,103
Serbia,2030,8250431,-0.61 %,-50966,-10000,44.1,1.46,94,60.0 %,4953049,0.10 %,8548487400,103
Serbia,2035,7973562,-0.68 %,-55374,-10000,45.6,1.46,91,62.6 %,4993461,0.09 %,8887524213,106
Serbia,2040,7680064,-0.75 %,-58700,-10000,46.8,1.46,88,65.6 %,5040576,0.08 %,9198847240,110
Serbia,2045,7380760,-0.79 %,-59861,-10000,47.8,1.46,84,68.9 %,5087709,0.08 %,9481803274,115
Serbia,2050,7083833,-0.82 %,-59385, ,48.8,1.46,81,72.3 %,5121466,0.07 %,9735033990,115
Seychelles,2020,98347,0.70 %,674,-200,34.2,2.46,214,56.2 %,55308,0.00 %,7794798739,200
Seychelles,2025,100781,0.49 %,487,-200,35.5,2.46,219,57.7 %,58120,0.00 %,8184437460,201
Seychelles,2030,102534,0.35 %,351,-200,36.7,2.46,223,59.0 %,60516,0.00 %,8548487400,200
Seychelles,2035,103871,0.26 %,267,-200,37.4,2.46,226,60.3 %,62662,0.00 %,8887524213,200
Seychelles,2040,104722,0.16 %,170,-200,37.6,2.46,228,61.7 %,64582,0.00 %,9198847240,200
Seychelles,2045,104983,0.05 %,52,-200,37.9,2.46,228,63.0 %,66169,0.00 %,9481803274,200
Seychelles,2050,104565,-0.08 %,-84, ,38.6,2.46,227,64.3 %,67254,0.00 %,9735033990,200
Sierra Leone,2020,7976983,2.15 %,161014,-4200,19.4,4.32,111,43.3 %,3453971,0.10 %,7794798739,103
Sierra Leone,2025,8805821,2.00 %,165768,-4000,20.3,4.32,122,45.6 %,4017056,0.11 %,8184437460,102
Sierra Leone,2030,9648691,1.84 %,168574,-4000,21.5,4.32,134,48.2 %,4650675,0.11 %,8548487400,98
Sierra Leone,2035,10497563,1.70 %,169774,-4000,22.7,4.32,145,51.0 %,5351187,0.12 %,8887524213,96
Sierra Leone,2040,11338661,1.55 %,168220,-4000,23.9,4.32,157,53.9 %,6110530,0.12 %,9198847240,91
Sierra Leone,2045,12160746,1.41 %,164417,-4000,25.2,4.32,168,56.8 %,6908947,0.13 %,9481803274,90
Sierra Leone,2050,12944873,1.26 %,156825, ,26.5,4.32,179,59.7 %,7724557,0.13 %,9735033990,88
Singapore,2020,5850342,0.91 %,51638,27028,42.2,1.21,8358,N.A.,N.A.,0.08 %,7794798739,114
Singapore,2025,6078764,0.77 %,45684,27028,44.6,1.21,8684,N.A.,N.A.,0.07 %,8184437460,115
Singapore,2030,6262466,0.60 %,36740,27028,46.8,1.21,8946,N.A.,N.A.,0.07 %,8548487400,115
Singapore,2035,6386461,0.39 %,24799,27028,48.8,1.21,9124,N.A.,N.A.,0.07 %,8887524213,117
Singapore,2040,6445496,0.18 %,11807,27028,50.5,1.21,9208,N.A.,N.A.,0.07 %,9198847240,117
Singapore,2045,6447179,0.01 %,337,27028,52.1,1.21,9210,N.A.,N.A.,0.07 %,9481803274,119
Singapore,2050,6407532,-0.12 %,-7929, ,53.4,1.21,9154,N.A.,N.A.,0.07 %,9735033990,120
Sint Maarten,2020,42876,1.41 %,582,,,,1261,96.5 %,41364,0 %,7794798739,213
Sint Maarten,2025,45627,1.25 %,550,,,,1342,96.1 %,43829,0 %,8184437460,213
Sint Maarten,2030,48076,1.05 %,490,,,,1414,95.8 %,46034,0 %,8548487400,213
Sint Maarten,2035,50151,0.85 %,415,,,,1475,95.5 %,47903,0 %,8887524213,213
Sint Maarten,2040,51934,0.7 %,357,,,,1527,95.3 %,49482,0 %,9198847240,213
Sint Maarten,2045,53540,0.61 %,321,,,,1575,95.1 %,50911,0 %,9481803274,212
Sint Maarten,2050,55017,0.55 %,295,,,,1618,94.9 %,52238,0 %,9735033990,209
Slovakia,2020,5459642,0.09 %,4806,1485,41.2,1.5,114,53.7 %,2930688,0.07 %,7794798739,118
Slovakia,2025,5449599,-0.04 %,-2009,1000,43.2,1.5,113,54.2 %,2955290,0.07 %,8184437460,122
Slovakia,2030,5403400,-0.17 %,-9240,1000,45.2,1.5,112,55.5 %,2997553,0.06 %,8548487400,125
Slovakia,2035,5322000,-0.30 %,-16280,1000,46.9,1.5,111,57.4 %,3053877,0.06 %,8887524213,126
Slovakia,2040,5216735,-0.40 %,-21053,1000,48.3,1.5,108,59.9 %,3126274,0.06 %,9198847240,128
Slovakia,2045,5101391,-0.45 %,-23069,1000,49.1,1.5,106,62.7 %,3198811,0.05 %,9481803274,130
Slovakia,2050,4983648,-0.47 %,-23549, ,49.1,1.5,104,65.4 %,3260503,0.05 %,9735033990,130
Slovenia,2020,2078938,0.07 %,1548,2000,44.5,1.6,103,55.2 %,1147583,0.03 %,7794798739,149
Slovenia,2025,2073062,-0.06 %,-1175,2000,46.3,1.6,103,56.9 %,1179249,0.03 %,8184437460,150
Slovenia,2030,2056193,-0.16 %,-3374,2000,48.0,1.6,102,58.9 %,1211052,0.02 %,8548487400,149
Slovenia,2035,2032744,-0.23 %,-4690,2000,49.4,1.6,101,61.2 %,1243743,0.02 %,8887524213,151
Slovenia,2040,2005519,-0.27 %,-5445,2000,50.4,1.6,100,63.7 %,1277621,0.02 %,9198847240,151
Slovenia,2045,1974734,-0.31 %,-6157,2000,50.4,1.6,98,66.3 %,1309393,0.02 %,9481803274,151
Slovenia,2050,1939592,-0.36 %,-7028, ,49.6,1.6,96,68.8 %,1335084,0.02 %,9735033990,152
Solomon Islands,2020,686884,2.64 %,16753,-1600,19.9,4.44,25,23.2 %,159686,0.01 %,7794798739,166
Solomon Islands,2025,773420,2.40 %,17307,-1600,20.4,4.44,28,24.7 %,190885,0.01 %,8184437460,166
Solomon Islands,2030,864605,2.25 %,18237,-1600,21.1,4.44,31,26.0 %,224934,0.01 %,8548487400,164
Solomon Islands,2035,962630,2.17 %,19605,-1600,22.0,4.44,34,27.2 %,261385,0.01 %,8887524213,164
Solomon Islands,2040,1067653,2.09 %,21005,-1600,22.9,4.44,38,28.1 %,300118,0.01 %,9198847240,162
Solomon Islands,2045,1177277,1.97 %,21925,-1600,23.8,4.44,42,29.0 %,341651,0.01 %,9481803274,162
Solomon Islands,2050,1290216,1.85 %,22588, ,24.6,4.44,46,29.9 %,385392,0.01 %,9735033990,160
Somalia,2020,15893222,2.87 %,419204,-40000,16.7,6.12,25,46.8 %,7431038,0.20 %,7794798739,73
Somalia,2025,18376514,2.95 %,496658,-29999,17.2,6.12,29,49.9 %,9168559,0.22 %,8184437460,71
Somalia,2030,21191037,2.89 %,562905,-29999,17.6,6.12,34,53.0 %,11229249,0.25 %,8548487400,67
Somalia,2035,24277396,2.76 %,617272,-29999,18.1,6.12,39,56.1 %,13626150,0.27 %,8887524213,65
Somalia,2040,27590981,2.59 %,662717,-29999,18.8,6.12,44,59.3 %,16358048,0.30 %,9198847240,62
Somalia,2045,31131086,2.44 %,708021,-29999,19.6,6.12,50,62.4 %,19435527,0.33 %,9481803274,61
Somalia,2050,34922447,2.33 %,758272, ,20.5,6.12,56,65.5 %,22865427,0.36 %,9735033990,58
South Africa,2020,59308690,1.38 %,784465,145405,27.6,2.41,49,66.7 %,39550889,0.76 %,7794798739,25
South Africa,2025,62802683,1.15 %,698799,112349,28.7,2.41,52,68.6 %,43112579,0.77 %,8184437460,24
South Africa,2030,65956081,0.98 %,630680,91759,29.6,2.41,54,70.4 %,46457072,0.77 %,8548487400,24
South Africa,2035,68818987,0.85 %,572581,76008,30.5,2.41,57,72.1 %,49631106,0.77 %,8887524213,24
South Africa,2040,71375305,0.73 %,511264,59663,31.6,2.41,59,73.7 %,52625241,0.78 %,9198847240,24
South Africa,2045,73619543,0.62 %,448848,58397,32.7,2.41,61,75.3 %,55447449,0.78 %,9481803274,23
South Africa,2050,75517920,0.51 %,379675, ,33.9,2.41,62,76.9 %,58056843,0.78 %,9735033990,25
South Korea,2020,51269185,0.17 %,89218,11731,43.7,1.11,527,81.8 %,41934110,0.66 %,7794798739,28
South Korea,2025,51339377,0.03 %,14038,20000,46.5,1.11,528,83.0 %,42587468,0.63 %,8184437460,29
South Korea,2030,51152046,-0.07 %,-37466,30001,49.1,1.11,526,84.5 %,43241435,0.60 %,8548487400,31
South Korea,2035,50685006,-0.18 %,-93408,30001,51.4,1.11,521,86.3 %,43761621,0.57 %,8887524213,34
South Korea,2040,49783734,-0.36 %,-180254,30001,53.4,1.11,512,88.4 %,44014618,0.54 %,9198847240,37
South Korea,2045,48479724,-0.53 %,-260802,30001,54.9,1.11,499,90.7 %,43976623,0.51 %,9481803274,38
South Korea,2050,46829925,-0.69 %,-329960, ,56.5,1.11,482,93.1 %,43616033,0.48 %,9735033990,43
South Sudan,2020,11193725,0.88 %,95613,-174200,19.0,4.74,18,24.6 %,2749061,0.14 %,7794798739,84
South Sudan,2025,12458305,2.16 %,252916,-25000,19.7,4.74,20,27.1 %,3378254,0.15 %,8184437460,81
South Sudan,2030,13839272,2.12 %,276193,-15000,20.5,4.74,23,30.1 %,4163609,0.16 %,8548487400,79
South Sudan,2035,15328329,2.06 %,297811,-5000,21.4,4.74,25,33.5 %,5136964,0.17 %,8887524213,79
South Sudan,2040,16856415,1.92 %,305617,-5000,22.4,4.74,28,37.3 %,6289840,0.18 %,9198847240,79
South Sudan,2045,18408328,1.78 %,310383,-5000,23.4,4.74,30,41.4 %,7619840,0.19 %,9481803274,77
South Sudan,2050,19962712,1.63 %,310877, ,24.4,4.74,33,45.7 %,9131580,0.21 %,9735033990,77
Spain,2020,46754778,0.04 %,16570,40000,44.9,1.33,94,80.3 %,37543537,0.60 %,7794798739,30
Spain,2025,46577094,-0.08 %,-35537,40000,47.3,1.33,93,81.6 %,37995950,0.57 %,8184437460,34
Spain,2030,46230140,-0.15 %,-69391,40000,49.6,1.33,93,83.1 %,38419742,0.54 %,8548487400,36
Spain,2035,45780170,-0.20 %,-89994,40000,51.4,1.33,92,84.7 %,38784560,0.52 %,8887524213,37
Spain,2040,45224891,-0.24 %,-111056,38868,52.6,1.33,91,86.4 %,39069987,0.49 %,9198847240,39
Spain,2045,44536596,-0.31 %,-137659,38931,53.2,1.33,89,88.0 %,39194161,0.47 %,9481803274,45
Spain,2050,43637410,-0.41 %,-179837, ,53.2,1.33,87,89.5 %,39072958,0.45 %,9735033990,47
Sri Lanka,2020,21413249,0.48 %,101044,-97986,34.0,2.21,341,18.4 %,3945488,0.27 %,7794798739,58
Sri Lanka,2025,21779681,0.34 %,73286,-87015,35.4,2.21,347,19.3 %,4193316,0.27 %,8184437460,61
Sri Lanka,2030,22023016,0.22 %,48667,-82523,36.6,2.21,351,20.6 %,4528025,0.26 %,8548487400,63
Sri Lanka,2035,22166314,0.13 %,28660,-77950,37.6,2.21,353,22.4 %,4966948,0.25 %,8887524213,67
Sri Lanka,2040,22186241,0.02 %,3985,-77950,38.7,2.21,354,24.8 %,5503409,0.24 %,9198847240,67
Sri Lanka,2045,22070206,-0.10 %,-23207,-77770,39.9,2.21,352,27.4 %,6048778,0.23 %,9481803274,72
Sri Lanka,2050,21813968,-0.23 %,-51248, ,41.2,2.21,348,30.1 %,6574761,0.22 %,9735033990,74
State Of Palestine,2020,5101414,2.41 %,114450,-10563,20.8,3.67,847,80.0 %,4083476,0.07 %,7794798739,121
State Of Palestine,2025,5718414,2.31 %,123400,-5000,21.9,3.67,950,82.3 %,4707958,0.07 %,8184437460,118
State Of Palestine,2030,6341728,2.09 %,124663,-5000,23.1,3.67,1053,84.7 %,5371488,0.07 %,8548487400,116
State Of Palestine,2035,6971088,1.91 %,125872,-5000,24.5,3.67,1158,87.1 %,6068757,0.08 %,8887524213,114
State Of Palestine,2040,7599231,1.74 %,125629,-5000,26.1,3.67,1262,89.4 %,6792784,0.08 %,9198847240,112
State Of Palestine,2045,8217273,1.58 %,123608,-5001,27.6,3.67,1365,91.7 %,7537555,0.09 %,9481803274,111
State Of Palestine,2050,8815774,1.42 %,119700, ,29.1,3.67,1464,94.1 %,8292644,0.09 %,9735033990,107
Sudan,2020,43849260,2.42 %,989262,-50000,19.7,4.43,25,35.0 %,15349424,0.56 %,7794798739,34
Sudan,2025,49353479,2.39 %,1100844,-10000,20.6,4.43,28,36.9 %,18220482,0.60 %,8184437460,31
Sudan,2030,55253529,2.28 %,1180010,-10000,21.6,4.43,31,39.4 %,21775077,0.65 %,8548487400,29
Sudan,2035,61473011,2.16 %,1243896,-10000,22.5,4.43,35,42.4 %,26089178,0.69 %,8887524213,27
Sudan,2040,67919273,2.01 %,1289252,-10000,23.3,4.43,38,45.6 %,30993999,0.74 %,9198847240,27
Sudan,2045,74508991,1.87 %,1317944,-10000,24.2,4.43,42,48.8 %,36393690,0.79 %,9481803274,25
Sudan,2050,81192823,1.73 %,1336766, ,25.1,4.43,46,52.1 %,42261243,0.83 %,9735033990,23
Suriname,2020,586632,0.96 %,5498,-1000,29.0,2.43,4,65.1 %,382175,0.01 %,7794798739,171
Suriname,2025,611191,0.82 %,4912,-1000,30.2,2.43,4,65.4 %,399428,0.01 %,8184437460,171
Suriname,2030,632401,0.68 %,4242,-1000,31.5,2.43,4,65.9 %,417001,0.01 %,8548487400,170
Suriname,2035,649996,0.55 %,3519,-1000,32.7,2.43,4,66.9 %,434693,0.01 %,8887524213,170
Suriname,2040,663767,0.42 %,2754,-1000,33.9,2.43,4,68.1 %,452153,0.01 %,9198847240,170
Suriname,2045,673764,0.30 %,1999,-1000,35.1,2.43,4,69.4 %,467461,0.01 %,9481803274,170
Suriname,2050,680241,0.19 %,1295, ,36.3,2.43,4,70.6 %,480037,0.01 %,9735033990,170
Swaziland,2020,1160164,1.00 %,11224,-8353,20.7,3.03,67,30.0 %,347895,0.01 %,7794798739,159
Swaziland,2025,1223693,1.07 %,12706,-5478,22.1,3.03,71,32.1 %,392638,0.01 %,8184437460,159
Swaziland,2030,1297835,1.18 %,14828,-3199,23.5,3.03,75,34.1 %,442183,0.02 %,8548487400,157
Swaziland,2035,1401422,1.55 %,20717,2000,24.9,3.03,81,35.5 %,497913,0.02 %,8887524213,156
Swaziland,2040,1507371,1.47 %,21190,2000,26.3,3.03,88,37.2 %,561097,0.02 %,9198847240,155
Swaziland,2045,1610022,1.33 %,20530,2000,27.8,3.03,94,39.2 %,630518,0.02 %,9481803274,154
Swaziland,2050,1704428,1.15 %,18881, ,29.1,3.03,99,41.2 %,703038,0.02 %,9735033990,154
Sweden,2020,10099265,0.68 %,66863,40000,41.1,1.85,25,88.2 %,8904762,0.13 %,7794798739,91
Sweden,2025,10384831,0.56 %,57113,30000,41.4,1.85,25,89.6 %,9309134,0.13 %,8184437460,90
Sweden,2030,10629981,0.47 %,49030,30000,42.2,1.85,26,91.0 %,9669297,0.12 %,8548487400,91
Sweden,2035,10827977,0.37 %,39599,30000,43.1,1.85,26,92.1 %,9976509,0.12 %,8887524213,92
Sweden,2040,11008442,0.33 %,36093,30000,43.9,1.85,27,93.2 %,10259265,0.12 %,9198847240,93
Sweden,2045,11195694,0.34 %,37450,30000,43.7,1.85,27,94.2 %,10543315,0.12 %,9481803274,92
Sweden,2050,11389196,0.34 %,38700, ,43.8,1.85,28,95.2 %,10837418,0.12 %,9735033990,92
Switzerland,2020,8654622,0.85 %,71569,52000,43.1,1.54,219,74.1 %,6408840,0.11 %,7794798739,101
Switzerland,2025,8936931,0.64 %,56462,40000,44.0,1.54,226,74.6 %,6668094,0.11 %,8184437460,101
Switzerland,2030,9185115,0.55 %,49637,40000,45.2,1.54,232,75.5 %,6936679,0.11 %,8548487400,102
Switzerland,2035,9386288,0.43 %,40235,38879,46.2,1.54,238,76.8 %,7208494,0.11 %,8887524213,99
Switzerland,2040,9551346,0.35 %,33012,38868,47.0,1.54,242,78.4 %,7485722,0.10 %,9198847240,99
Switzerland,2045,9693233,0.30 %,28377,38931,47.5,1.54,245,80.2 %,7769235,0.10 %,9481803274,97
Switzerland,2050,9817721,0.26 %,24898, ,47.5,1.54,248,81.9 %,8038235,0.10 %,9735033990,98
Syria,2020,17500658,-0.56 %,-99350,-427391,25.6,2.84,95,60.0 %,10498283,0.22 %,7794798739,68
Syria,2025,23061973,5.67 %,1112263,763130,27.8,2.84,126,59.6 %,13735765,0.28 %,8184437460,60
Syria,2030,26676565,2.95 %,722918,362003,29.1,2.84,145,61.6 %,16423277,0.31 %,8548487400,59
Syria,2035,28579588,1.39 %,380605,44712,30.0,2.84,156,65.3 %,18656733,0.32 %,8887524213,58
Syria,2040,30153281,1.08 %,314739,-10000,31.3,2.84,164,68.7 %,20709320,0.33 %,9198847240,60
Syria,2045,31693482,1.00 %,308040,-10000,32.7,2.84,173,71.5 %,22654004,0.33 %,9481803274,60
Syria,2050,33129321,0.89 %,287168, ,34.3,2.84,180,73.9 %,24474813,0.34 %,9735033990,61
Taiwan,2020,23816775,0.22 %,51860,30001,42.5,1.15,673,78.9 %,18802314,0.31 %,7794798739,57
Taiwan,2025,23965153,0.12 %,29676,24000,45.1,1.15,677,81.0 %,19421267,0.29 %,8184437460,57
Taiwan,2030,24011258,0.04 %,9221,24000,47.4,1.15,678,82.9 %,19901735,0.28 %,8548487400,61
Taiwan,2035,23908355,-0.09 %,-20581,24000,49.6,1.15,675,84.5 %,20210297,0.27 %,8887524213,63
Taiwan,2040,23593257,-0.26 %,-63020,24000,51.3,1.15,666,86.0 %,20291254,0.26 %,9198847240,66
Taiwan,2045,23068792,-0.45 %,-104893,24000,52.9,1.15,651,87.4 %,20170795,0.24 %,9481803274,66
Taiwan,2050,22412982,-0.58 %,-131162, ,54.2,1.15,633,88.9 %,19917086,0.23 %,9735033990,73
Tajikistan,2020,9537645,2.44 %,216723,-20000,22.4,3.61,68,27.3 %,2606273,0.12 %,7794798739,95
Tajikistan,2025,10563159,2.06 %,205103,-20000,22.7,3.61,75,28.3 %,2987515,0.13 %,8184437460,89
Tajikistan,2030,11557369,1.82 %,198842,-20000,23.2,3.61,83,29.8 %,3444419,0.14 %,8548487400,85
Tajikistan,2035,12642672,1.81 %,217061,-20000,23.9,3.61,90,31.7 %,4008653,0.14 %,8887524213,83
Tajikistan,2040,13845882,1.83 %,240642,-20000,24.8,3.61,99,33.9 %,4691209,0.15 %,9198847240,82
Tajikistan,2045,15064804,1.70 %,243784,-20000,25.9,3.61,108,36.1 %,5445232,0.16 %,9481803274,81
Tajikistan,2050,16208250,1.47 %,228689, ,26.9,3.61,116,38.5 %,6242806,0.17 %,9735033990,80
Tanzania,2020,59734218,3.02 %,1650317,-40076,18.0,4.92,67,37.0 %,22113353,0.77 %,7794798739,24
Tanzania,2025,68934163,2.91 %,1839989,-40086,18.6,4.92,78,41.0 %,28244987,0.84 %,8184437460,22
Tanzania,2030,79162725,2.81 %,2045712,-40102,19.3,4.92,89,44.9 %,35529056,0.93 %,8548487400,20
Tanzania,2035,90415596,2.69 %,2250574,-40116,20.0,4.92,102,48.7 %,44000950,1.02 %,8887524213,19
Tanzania,2040,102586529,2.56 %,2434187,-40132,20.7,4.92,116,52.2 %,53579195,1.12 %,9198847240,17
Tanzania,2045,115596020,2.42 %,2601898,-40154,21.5,4.92,130,55.7 %,64407122,1.22 %,9481803274,15
Tanzania,2050,129386839,2.28 %,2758164, ,22.3,4.92,146,59.2 %,76542196,1.33 %,9735033990,15
Thailand,2020,69799978,0.31 %,217093,19444,40.1,1.53,137,51.1 %,35698325,0.90 %,7794798739,20
Thailand,2025,70328940,0.15 %,105792,19249,42.0,1.53,138,54.5 %,38343775,0.86 %,8184437460,20
Thailand,2030,70345536,0.00 %,3319,18677,43.7,1.53,138,57.8 %,40675575,0.82 %,8548487400,21
Thailand,2035,69899112,-0.13 %,-89285,18677,45.2,1.53,137,61.0 %,42609309,0.79 %,8887524213,23
Thailand,2040,69008285,-0.26 %,-178165,18677,46.8,1.53,135,63.8 %,44042206,0.75 %,9198847240,25
Thailand,2045,67672074,-0.39 %,-267242,18677,48.3,1.53,132,66.4 %,44932566,0.71 %,9481803274,26
Thailand,2050,65940489,-0.52 %,-346317, ,49.7,1.53,129,68.9 %,45409734,0.68 %,9735033990,29
Timor Leste,2020,1318445,1.96 %,24429,-5385,20.8,4.1,89,32.8 %,432649,0.02 %,7794798739,156
Timor Leste,2025,1446506,1.87 %,25612,-5000,21.9,4.1,97,35.3 %,510529,0.02 %,8184437460,154
Timor Leste,2030,1574057,1.70 %,25510,-5000,23.1,4.1,106,38.1 %,600140,0.02 %,8548487400,154
Timor Leste,2035,1695764,1.50 %,24341,-5000,24.1,4.1,114,41.3 %,700738,0.02 %,8887524213,153
Timor Leste,2040,1809275,1.30 %,22702,-5000,25.2,4.1,122,44.8 %,811286,0.02 %,9198847240,153
Timor Leste,2045,1916110,1.15 %,21367,-5000,26.8,4.1,129,48.6 %,930947,0.02 %,9481803274,153
Timor Leste,2050,2019291,1.05 %,20636, ,28.3,4.1,136,52.4 %,1058997,0.02 %,9735033990,151
Togo,2020,8278724,2.48 %,191113,-2000,19.4,4.35,152,43.3 %,3588464,0.11 %,7794798739,102
Togo,2025,9308383,2.37 %,205932,-1999,20.1,4.35,171,46.1 %,4295574,0.11 %,8184437460,99
Togo,2030,10421916,2.29 %,222707,-2001,21.1,4.35,192,49.0 %,5106402,0.12 %,8548487400,94
